CustomerID,Revenue,Cost,Profit
1,596.1360717405528,25.63287144961091,570.5032002909419
2,168.53374133776546,204.98259935456227,-36.448858016796805
3,128.6420400585254,102.27847380506543,26.363566253459965
4,400.71684090734374,306.4885983045582,94.22824260278554
5,635.5354677437211,207.90572508824698,427.62974265547416
6,275.04876788948843,11.01315391293218,264.03561397655625
7,1975.4910344073592,115.09665790309627,1860.394376504263
8,577.3211368758626,201.45045859122962,375.870678284633
9,327.8600967054342,254.73253937165532,73.1275573337789
10,248.88685110087536,33.236329613786076,215.6505214870893
11,210.17112512869917,314.9220301533033,-104.75090502460412
12,652.9099485038289,126.3401217212711,526.5698267825578
13,288.6360884015148,60.60595599962434,228.03013240189048
14,30.766399616198473,490.9297349555138,-460.1633353393153
15,253.7856751067583,21.32746743763809,232.4582076691202
16,669.6966200004367,796.7932861480614,-127.09666614762466
17,100.74713030434022,367.52436847407233,-266.77723816973213
18,96.45981291748816,193.64502103923706,-97.1852081217489
19,379.16441966439106,3.3670904681277833,375.79732919626326
20,379.4593236346369,148.3505312588716,231.10879237576532
21,503.10903063183923,311.36672238459926,191.74230824723998
22,946.6695509794273,587.5137757519491,359.1557752274782
23,644.5027516601172,288.515113403434,355.98763825668317
24,472.1181879750196,152.10358215815768,320.01460581686194
25,640.8651699161516,177.91421230244075,462.9509576137108
26,195.0116596817974,619.7688926333645,-424.7572329515672
27,224.54289485600682,129.86198034843315,94.68091450757368
28,129.5558798714418,20.21319557283463,109.34268429860717
29,173.8675450246068,175.38070277162217,-1.5131577470153559
30,498.44696601674997,1942.621649212442,-1444.174683195692
31,48.313239843304586,143.30085525157682,-94.98761540827223
32,284.31668831944813,64.34982467987437,219.96686363957377
33,281.8168423549561,13.854064942689368,267.96277741226675
34,340.2982333031748,56.24927654706551,284.0489567561093
35,277.4151324281471,117.4972440641653,159.9178883639818
36,187.17309885011275,256.19085476431326,-69.0177559142005
37,277.86905153374755,328.61482694833916,-50.745775414591606
38,1119.2850565517092,13.1288080530812,1106.156248498628
39,1442.6325732643913,825.5070825254143,617.1254907389771
40,348.4136478265099,80.61426936590357,267.7993784606063
41,489.020507603827,48.42480526162476,440.59570234220223
42,61.43331485842484,227.03666898409531,-165.60335412567048
43,190.8392444788115,339.57548507949735,-148.73624060068585
44,267.9232011421825,110.12703652502275,157.79616461715977
45,1006.1126464910403,332.09123399004415,674.0214125009961
46,144.14470535316806,104.56690516022452,39.57780019294354
47,329.8893409198225,697.36186183129,-367.4725209114675
48,2118.869149361793,637.8209509835474,1481.0481983782456
49,366.4485408844667,22.15673828691394,344.29180259755276
50,474.5290399186869,48.897778449390174,425.63126146929676
51,64.27400999055287,359.2567816444831,-294.98277165393023
52,875.3302619907761,0.036032610520872414,875.2942293802552
53,461.9852333600932,517.477550979674,-55.492317619580774
54,393.80366798180927,132.12870054983028,261.674967431979
55,209.8559317788057,409.5006704617104,-199.6447386829047
56,181.28959058083493,13.57365631303631,167.71593426779862
57,269.80309558495446,70.4374994099763,199.36559617497818
58,571.7537302129291,22.03105570610331,549.7226745068258
59,1041.551485449896,59.47082333676697,982.080662113129
60,357.1060863793352,145.55771039613342,211.54837598320177
61,553.2926690035517,202.91758756937918,350.37508143417256
62,440.8680311092382,743.4080078294019,-302.5399767201637
63,490.2859791848823,295.99305291605367,194.29292626882864
64,561.4868939350657,367.742659555166,193.74423437989975
65,923.6649623586259,25.703537536214807,897.9614248224111
66,43.430233279012036,101.39258670766276,-57.96235342865072
67,721.2902419910805,1438.6056327142999,-717.3153907232194
68,139.63634831285592,246.5822368242751,-106.94588851141918
69,107.97410038589884,465.09246350797184,-357.118363122073
70,424.85015572158335,9.90651937548761,414.94363634609573
71,50.30397827416584,26.346636291553242,23.9573419826126
72,1082.8345821432029,34.70178360963918,1048.1327985335636
73,493.4222837990083,4.6211631671043385,488.801120631904
74,642.6210008693901,765.2330568115793,-122.61205594218927
75,8.130349084185253,87.762271715418,-79.63192263123274
76,451.23321401572565,1702.4825206476314,-1251.2493066319057
77,406.8503667222404,401.9719532504201,4.878413471820295
78,86.55781730063546,86.54903731990201,0.008779980733450543
79,83.06892029976798,1441.2559836039288,-1358.1870633041608
80,594.5905855758202,608.7017796579202,-14.111194082099928
81,191.92502270778527,54.096349625025105,137.82867308276016
82,588.7795287901948,61.488668072169034,527.2908607180258
83,404.1480003377956,342.0048433566611,62.143156981134496
84,246.28871483338116,24.4542166907177,221.83449814266345
85,1296.0176278916092,263.49975112980326,1032.5178767618058
86,921.5368984848749,20.67737364002211,900.8595248448528
87,221.11452281668755,75.03790271835268,146.07662009833487
